candidate_name,candidate_party
Sheikh Rasheed Ahmed,Pakistan Muslim League (Qaid-e-Azam)
Muhammad Zubair Kayani,Jamiat Ulema-e Islam (Fazl)
Aziz Ullah Marwat,Muttahida Qaumi Movement
Mirza Zaheer Ahmed Babar,Pakistan Aman Party
Sheikh Aftab Ahmad,Pakistan Muslim League (Nawaz)
Malik Amin Aslam Khan,Independents
Eman Waseem,Independents
Syed Azmat Ali Bukhari,Pakistan Peoples Party Parliamentarians
Hafiz Saeed Ahmad,Jamiat Ulema-e Islam (Fazl)
Syed Munir Ul Haq,Muttahida Qaumi Movement
Muhammad Faisal Khanzada,Independents
Qari Ateeq Ur Rehman,Independents
Pervaiz Ellahi,Pakistan Muslim League (Qaid-e-Azam)
Malik Sohail Khan,Pakistan Muslim League (Nawaz)
Sardar Shahnawaz Khan,Pakistan Peoples Party Parliamentarians
Syed Abdul Salam Hassan Raza Naqvi,Jamiat Ulema-e Islam (Fazl)
Malik Muhammad Ramzan,Independents
Sardar Saleem Haider Khan,Pakistan Peoples Party Parliamentarians
Waseem Gulzar,Pakistan Muslim League (Qaid-e-Azam)
Asif Ali Malik,Pakistan Muslim League (Nawaz)
Iftikhar Ahmad Khan,Independents
Masood Abbas Khattak,Awami National Party
Miam Jamshed-Ud-Din,Qaumi Watan Party
Mian Muzaffar Shah,Pakistan Peoples Party Parliamentarians
Ayaz Amit,Pakistan Muslim League (Nawaz)
Sasrdar Muhammad Nawab Khan,Pakistan Muslim League (Qaid-e-Azam)
Fozia Behman,Pakistan Peoples Party Parliamentarians
Shaheen Baig,Independents
Muhammad Faiz Tamman,Pakistan Muslim League (Nawaz)
Chaudhry Pervaiz Elahi,Pakistan Muslim League (Qaid-e-Azam)
Sardar Mansoor Hayat Tamman,Pakistan Peoples Party Parliamentarians
Malik Muhammad Irfan Hussain,Independents
Raja Muhammad Safdar,Pakistan Muslim League (Nawaz)
Chaudhary Sohail Zafar,Pakistan Muslim League (Qaid-e-Azam)
Chaudhary Sohail Zafar,Pakistan Peoples Party Parliamentarians
Raja Muhammad Imtiaz Kayani,Independents
Raja Muhammad Iftikhar Kayani,Qaumi Watan Party
Raja Muhammad Asad Khan,Pakistan Muslim League (Nawaz)
Shahbaz Hussain,Pakistan Muslim League (Qaid-e-Azam)
Ali-Uz-Zaman,Pakistan Peoples Party Parliamentarians
Brig. (R) Mahmood Hussain Azad,Independents
Nadeem Afzal Gondal,Pakistan Peoples Party Parliamentarians
Muhammad Farooq Baha-Ul-Haq Shah,Pakistan Muslim League (Nawaz)
Haroon Ehsan Piracha,Pakistan Muslim League (Qaid-e-Azam)
Malik Muhammad Nawaz,Independents
Peerzada Muhammad Ibrahim Shah.,Independents
Ghais Ahmed Mela,Pakistan Muslim League (Qaid-e-Azam)
Mahar Khliq Yar Khan Lak,Pakistan Peoples Party Parliamentarians
Mohsin Shah Nawaz Ranjah,Pakistan Muslim League (Nawaz)
Mahar Muhammad Yar Khan Lak,Independents
Ch. Tanveer Ahmed Madhana,Independents
Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians
Muhammad Hamid Hameed,Pakistan Muslim League (Nawaz)
Begum Malik Shoaib Awan,Pakistan Muslim League (Qaid-e-Azam)
Dr.liaqat Ali Khan,Independents
Peer Mushtaq Ahmed Shah,Independents
Muhammad Mumtaz Akhtar Kahlu,Independents
Rana Sajid Mehmood Advocate,Muttahida Qaumi Movement
Babar Hameed,Independents
Aslam Katchela,Jamiat Ulema-e Islam (Fazl)
Shehzad Aslam,Independents
Syed Ahmed Masood Zahidi,Independents
Anwar Ali Cheema,Pakistan Muslim League (Qaid-e-Azam)
Dr. Zulfiqar Ali Bhatti,Pakistan Peoples Party Parliamentarians
"Ch.muhammad Ali Gujar, Advocate",Pakistan Muslim League (Nawaz)
Mohsin Shah Nawaz Ranjha,Independents
Ahtasham Murtaza,Independents
Syed Arif Abbas Shah,Independents
Syed Javed Hassnain Shah,Pakistan Muslim League (Nawaz)
Mian Mazhar Ahmed Qureshi,Pakistan Muslim League (Qaid-e-Azam)
Chaudhry Farrukh Javaid Ghuman,Independents
Sahibzada Muhammad Amin-Ud-Din Sialvi,Independents
Chaudhry Muhammad Suleman Gujar,Muttahida Qaumi Movement
Sumaira Malik,Pakistan Muslim League (Qaid-e-Azam)
Umer Aslam Khan,Independents
Malik Tanvir Sultan Awan,Independents
Malik Irfan Ahmad Gheba,Pakistan Peoples Party Parliamentarians
Asfandiyar Wali Khan,Awami National Party
Naseer Muhammad Khan,Pakistan Peoples Party Parliamentarians
Alamzaib Umerzai,Qaumi Watan Party
Kalim Akbar,Pakistan Muslim League (Nawaz)
Malik Shakir Bashir Awan,Pakistan Muslim League (Nawaz)
Malik Muhammad Ehsan Ullah Tiwana,Independents
Sardar Shujah Muhammad Khan,Independents
Malik Sultan Mehmood Wadhal Tiwana,Pakistan Peoples Party Parliamentarians
Nawabzada Malik Amad Khan,Independents
Amanatullah Khan Shadikhel,Independents
Muhammad Sardar Bahadar Babar Khan,Pakistan Peoples Party Parliamentarians
Inamullah Khan Niazi,Pakistan Muslim League (Nawaz)
Humair Hayat Rokhari,Independents
Dr. Sher Afghan Khan Niazi,Pakistan Muslim League (Qaid-e-Azam)
Inamullah Khan Niazi,Pakistan Muslim League (Nawaz)
Haji Muhammad Khurshid Anwar Khan,Independents
Malik Subhoh Saddiq,Muttahida Qaumi Movement
Hameed Akhtar,Independents
Abdul Majeed Khan Khanan Khel,Independents
Muhammad Sana Ullah Khan Masti Khel,Pakistan Muslim League (Nawaz)
Ali Asghar,Independents
Muhammad Tariq Khan Niazi,Pakistan Peoples Party Parliamentarians
Rasheed Akbar Khan,Independents
Dr. Muhammad Afzal Khan Dhandla,Pakistan Muslim League (Nawaz)
Hafeez Ullah Khan,Independents
Mureed Hussain Shah,Independents
Moulana Muhammad Safi Ullah,Independents
Tariq Mehmood Bajwa,Pakistan Peoples Party Parliamentarians
Lt Col. Ghulam Rasul Sahi,Pakistan Muslim League (Qaid-e-Azam)
Khizar Nawaz Bajwa.,Independents
Muhammad Tanvir.,Independents
Mehr Jehangir Akbar Wains.,Independents
Dr. Muhammad Shafique Chadhury.,Independents
Wajad Mustafa Bajwa.,Independents
Malik Nawab Sher Waseer,Pakistan Peoples Party Parliamentarians
Zahid Nazir,Pakistan Muslim League (Qaid-e-Azam)
Rai Salah-Ud-Din,Pakistan Muslim League (Nawaz)
Ch. Muhammad Wasi Zafar.,Independents
Abid Hussain,Independents
Muhammad Tanveer.,Independents
Muhammad Naveed.,Independents
Abbas Ahmed Gondal.,Independents
Muhammad Waqar Wasi Chaudhary.,Independents
Faisal Anwar.,Independents
Amir Kalum Iqbal Naru.,Independents
Muhammad Asim Nazir,Pakistan Muslim League (Qaid-e-Azam)
Muhammad Talal Chaudhry,Pakistan Muslim League (Nawaz)
Sajjad Ahmad Awan.,Pakistan Peoples Party Parliamentarians
Shabbir Ahmad.,Independents
Mehmood Ahmad.,Independents
Sarwar Khan Lashri,Muttahida Qaumi Movement
Muhammad Shafique.,Independents
Ch. Raza Nasrullah Ghoman.,Independents
Ch. Munir Ahmad.,Independents
Muhammad Waqar Wasi Ch.,Independents
Ch. Muhammad Wasi Zafar.,Independents
Raheela Perveen,Pakistan Peoples Party Parliamentarians
Mian Rajab Ali Khan Baloch,Pakistan Muslim League (Qaid-e-Azam)
Pirzada Muhammad Ashraf Zia,Pakistan Muslim League (Nawaz)
Muhammad Amin Wattoo.,Muttahida Qaumi Movement
Rana Muhammad Farooq Saeed Khan,Independents
Muhammad Safdar Shakir,Pakistan Muslim League (Qaid-e-Azam)
Ch. Safdar-Ur-Rehman,Pakistan Muslim League (Nawaz)
Ch. Hammad Muhammad Khan,Pakistan Peoples Party Parliamentarians
Ch. Khalid Mehmood,Independents
Fakhar Mehmood,Independents
Ch.muhammad Naveed Iqbal,Independents
Aftab Ahmad Khan Sherpao,Qaumi Watan Party
Bashir Khan Umerzai,Awami National Party
Anwar Ul Habib,Jamiat Ulema-e Islam (Fazl)
Anwar Ul Habib,Pakistan Muslim League (Nawaz)
Syed Zakir Shah Bacha,Independents
Asif Tauseef,Pakistan Muslim League (Qaid-e-Azam)
Miam Muhammad Qasim Farooq,Pakistan Muslim League (Nawaz)
Mian Tariq Habib.,Pakistan Peoples Party Parliamentarians
Ch. Abu Bakar Siddique Bungoo.,Independents
Saeed Iqbal,Pakistan Peoples Party Parliamentarians
Dr. Nisar Ahmad Jat,Pakistan Muslim League (Qaid-e-Azam)
Nisar Akbar Khan.,Pakistan Muslim League (Nawaz)
Nisar Akbar Khan.,Independents
Allma Muhammad Saeed Ahmad Asad.,Independents
Sahibzada Haji Muhammad Fazal-E-Kareem,Pakistan Muslim League (Nawaz)
Aezid Mahmood Khan,Pakistan Peoples Party Parliamentarians
Rana Zahid Mahmood.,Pakistan Muslim League (Qaid-e-Azam)
Saqib Rehman.,Jamiat Ulema-e Islam (Fazl)
Mahmood Ahmad Khan Qalandar.,Pakistan Qaumi Party
Anjam Naseem Pawar.,Independents
Muhammad Ijaz Virk,Pakistan Peoples Party Parliamentarians
Mian Abdul Mannan,Pakistan Muslim League (Nawaz)
Mushtaq Ali Cheema.,Pakistan Muslim League (Qaid-e-Azam)
Mian Irfan Ahmad.,Independents
Lala Robin Daniel.,Independents
Mian Muhammad Asif Raza.,Sunni Tehreek
Sheikh Muhammad Aqeel Haider.,Independents
Javed Chaudhry,Independents
Abid Ali,Pakistan Muslim League (Nawaz)
Mehar Abdul Rashid,Pakistan Peoples Party Parliamentarians
Rana Zahid Mahmood.,Pakistan Muslim League (Qaid-e-Azam)
Shakil Ahmad Khan.,Independents
Mehwish Chaudhary,Pakistan Gharib Party
Ch. Imtiaz Rabbani.,Independents
Malik Muhammad Rafique.,Independents
Tariq Bashir Ghauri.,Independents
M. Raza Ali Shamas.,Independents
Haji Muhammad Akram Ansari,Pakistan Muslim League (Nawaz)
Shakeel Ahmed,Pakistan Peoples Party Parliamentarians
Haji Bilal Noor Ansari.,Pakistan Muslim League (Qaid-e-Azam)
Mufti Fazal-Ur-Rehman Nasir.,Jamiat Ulema-e Islam (Fazl)
Syed Anayat Ali Shah,Pakistan Peoples Party Parliamentarians
Muhammad Tahir Shah,Pakistan Muslim League (Qaid-e-Azam)
Qaisar Ahmed Sheikh,Independents
Muhammad Ashraf Khan Chadhar,Independents
Ghulam Bibi Bharwana,Pakistan Muslim League (Qaid-e-Azam)
Syeda Sughra Imam,Pakistan Peoples Party Parliamentarians
Makhdoomzada Syed Asad Hayat,Independents
Muhammad Javid Arif Gondal,Independents
Makhdoom Syed Faisal Saleh Hayat,Pakistan Muslim League (Qaid-e-Azam)
Syeda Abida Hussain,Pakistan Peoples Party Parliamentarians
Rai Sarfraz Ahmed Bhatti,Independents
Syed Raza Ali Bukhari,Pakistan Muslim League (Nawaz)
Sheikh Waqas Akram,Pakistan Muslim League (Qaid-e-Azam)
Molana Muhammad Ahmed Ludhyanvi,Independents
Dr. Abu-Ul-Hassan Ansari,Pakistan Muslim League (Nawaz)
Sheikh Waqar Ahmed Advocate,Pakistan Peoples Party Parliamentarians
Sheikh Hakim Ali,Independents
Molana Abd-Ul-Ghafoor Jhangvi,Independents
Syed Abd-Ul-Basit Gilani,Independents
Syed Sana-Ul-Haq Tirmizi,Independents
Mujahid Abbas,Independents
Mehr Ansar Javaid Naul,Independents
Abd-Ul-Qadoos Awan,Pakistan Muhafiz Party
Haji Munir Ahmed Shahid,Independents
Nawabzada Khawaja Muhammad Khan Hoti (Toti Khan),Awami National Party
Khanzada Khan,Pakistan Peoples Party Parliamentarians
Molana Shujah-Ul-Mulk,Jamiat Ulema-e Islam (Fazl)
Shad Ali Khan,Pakistan Muslim League (Qaid-e-Azam)
Arshad Manan Yousaf Zai,Pakistan Muslim League (Nawaz)
Syed Yousaf Shah,Pakistan Muhafiz Party
Bakht Muhammad,Independents
Ashfaq,Muttahida Qaumi Movement
Zahir Shah Mohmand,Independents
Nisar Muhammad,Independents
Saima Akhtar Bharwana,Independents
Sahibzada Muhammad Nazir Sultan,Pakistan Muslim League (Qaid-e-Azam)
Moulana Muhammad Zahid Anwar,Jamiat Ulema-e Islam (Fazl)
Sahibzada Muhammad Tahir Sultan,Pakistan Muslim League (Nawaz)
Iqbal Hussain Nadeem,Independents
Muhammad Mehbook Sultan,Pakistan Muslim League (Qaid-e-Azam)
Atta Ullah Khan,Pakistan Peoples Party Parliamentarians
Sahibzada Muhammad Tahir Sultan,Pakistan Muslim League (Nawaz)
Farkhanda Amjad Warraich,Pakistan Muslim League (Qaid-e-Azam)
Hamza,Pakistan Muslim League (Nawaz)
Muhammad Khalid Bashir Tarnsporter,Pakistan Peoples Party Parliamentarians
Muhammad Junaid Anwaar Chudhary,Pakistan Muslim League (Nawaz)
Miam Muhammad Kashif Ashfaq,Pakistan Muslim League (Qaid-e-Azam)
Hafeez-Ullah Ishaq,Pakistan Peoples Party Parliamentarians
Neelam Jabbar Chaudhary,Independents
Ghulam Jilani,Independents
Shahid Nazir,Independents
Chaudhary Amjad Ali Javed,Independents
Riaz Fatiyana,Pakistan Muslim League (Qaid-e-Azam)
Haida Ali Khan Kharal,Pakistan Peoples Party Parliamentarians
Chaudhary Asad-Ur-Rehman,Pakistan Muslim League (Nawaz)
Muhammad Farooq Seemab,Independents
Dr. Sadia Mumtaz Doltana,Independents
Makhdoom Nazir Hussain,Independents
Mehar Yasin Darsana,Independents
Mian Zahid-Ur-Rehman,Independents
Mukhtar Ahmad Tabsum,Independents
Muhammad Shafiq,Independents
Usman Ibrahim,Pakistan Muslim League (Nawaz)
Ch. Zeshan Ilyas,Pakistan Peoples Party Parliamentarians
Ch. Imran Ullah,Pakistan Muslim League (Qaid-e-Azam)
Ch. Muhammad Ashraf Kamboh,Independents
Hafiz Hasham Elahi Zaheer,Jamat Ahle-Hadith Pakistan (Elahi Zaheer)
Ch. Khalid Zafar Sansi,Independents
Khuram Shehzad Chughtaee,Independents
Abdul Moeen Qureshi,Jamiat Ulema-e Islam (Fazl)
Shahid Usman,Independents
Arshad Mahmood Rabbani,Muttahida Qaumi Movement
Ch. Shaukat Ali Jat,Independents
Qasim Ayoub,Independents
Muhammad Iqbal Dar,Independents
Muhammad Rafiq,Pakistan Muslim League (Nawaz)
Khuram Dastgir Khan,Pakistan Muslim League (Nawaz)
Khawaja Muhammad Saleh,Pakistan Peoples Party Parliamentarians
Qazi Hameed Ullah Khan,Jamiat Ulema-e Islam (Fazl)
Ibtesam Elahi Zaheer,Jamat Ahle-Hadith Pakistan (Elahi Zaheer)
Nemat Ullah Ansari,Independents
Mehboob Elahi,Independents
Shazia Arif Bhutta,Independents
Khawaja Muhammad Tanveer,Independents
Imtiaz Ahmed Bhutta,Independents
Ch.khalid Zafar Sansi,Independents
Hafiz Muhammad Boota,Independents
Mirza Jhangir Baig,Independents
Muhammad Iqbal Dar,Independents
Atif Sabir Khan,Independents
Ch. Mehmood Bashir Virk,Pakistan Muslim League (Nawaz)
Dr. Zafar Chaudhary,Pakistan Peoples Party Parliamentarians
Ch. Shahid Akram Bhinder,Pakistan Muslim League (Qaid-e-Azam)
Nadeem Hussain Aadhi,Independents
Sahibzada Shahid Khurshid,Independents
Fareed Iqbal Awan,Independents
Kokab Bukhari,Muttahida Qaumi Movement
Imtiaz Safdar Warraich,Pakistan Peoples Party Parliamentarians
Asif Aqeel,Pakistan Muslim League (Nawaz)
Ch. Shamshad Ahmad Khan,Pakistan Muslim League (Qaid-e-Azam)
Shahbaz Khan,Independents
Fazal Abbas Cheema,Independents
Rana Zulqarnain Khan,Muttahida Qaumi Movement
Sardar Zia Ul Haq,Jamhoori Wattan Party
Ulfat Rasul Warraich,Independents
Sardar Riaz-Ul-Haq,Independents
Rana Nazir Ahmad Khan,Pakistan Muslim League (Nawaz)
Ch. Muhammad Abdullah Virk,Pakistan Peoples Party Parliamentarians
Ch. Shamshad Ahmad Khan,Pakistan Muslim League (Qaid-e-Azam)
Rana Umar Nazir Ahmad Khan,Jamhoori Wattan Party
Maulana Zahoor Ahmad Ranjha,Jamiat Ulema-e Islam (Fazl)
Saleem Raza Gilani,Independents
Tahir Mehmood Khan,Pakistan Peoples Party Parliamentarians
Syed Amanullah Shadizai,Independents
Muhammad Azim Butt,Independents
Shahid Qazi,Independents
Muhammad Din Baitani,Independents
Moulana Syed Abdul Bari Agha,Muttahidda Majlis-e-Amal Pakistan
Syed Haji Muhammad Hanif,Awami National Party
Hayatullah Khan,Independents
Syed Muhammad Fazal Agha,Independents
Syed Muhammad Fazal Agha,Independents
Syed Obaidullah,Pakistan Muslim League (Qaid-e-Azam)
Syed Haji Abdul Ghafar,Independents
Mufti Muhammad Naseem,Independents
Haji Muhammad Yasin Khan Kakar,Independents
Noor Khan Tareen,Independents
Syed Abdul Bari,Independents
Syed Jahangir Shah,Pakistan Muslim League (Nawaz)
Mir Waise Khan Tareen.,Independents
Syed Manzoor Ahmed,Independents
Shah Wali Achakzai,Independents
Malik Saifullah Khan Kakar,Independents
Muhammad Farooq Agha.,Independents
Muhammad Ikhlas Tareen,Independents
Syed Aziz Ullah,Independents
Molvi Khan Muhammad Tareen,Independents
Captain(R) Abdul Khan Achakzai.,Independents
Haji Molvi Muhammad Hanif.,Independents
Ghuosullah,Muttahidda Majlis-e-Amal Pakistan
Naseer Ahmed Bacha Khan Achakzai.,Pakistan Muslim League (Qaid-e-Azam)
Asghar Khan  Achakzai.,Awami National Party
Haji Salahuddin Khan Achakzai.,Independents
Attaullah Khan Achakzai.,Independents
Khan Amanullah Khan,Independents
Hidayatullah Khan Achakzai.,Independents
Engineer Zamarak Khan,Awami National Party
Molvi Fateh Muhammad,Muttahidda Majlis-e-Amal Pakistan
Kaleem Ullah,Pakistan Peoples Party Parliamentarians
Muhammad Dawood Khan Advocate,Independents
Fazal Kareem Ziyarmal,Independents
Abdul Ali Khan,Pakistan Muslim League (Qaid-e-Azam)
Amir Jan Kakar,Independents
Molvi Habibullah,Independents
Haji Muhammad Nawaz,Muttahidda Majlis-e-Amal Pakistan
Haji Wali Muhammad,Independents
Muhammad Akram Kakar,Pakistan Peoples Party Parliamentarians
Mr. Hidayatullah Achazai,Independents
Haji Sahib Jan Kakar.,Awami National Party
Muhammad Hashim Khan,Pakistan Democratic Party
Haji Asmatullah Kakar,Independents
Naseebullah Khan Advocate,Independents
Hameedullah,Independents
Masood Ali Khan,Pakistan Muslim League (Qaid-e-Azam)
Abdul Qadir Luni.,Muttahidda Majlis-e-Amal Pakistan
Khalil-U-Rehman Advocate,Pakistan Peoples Party Parliamentarians
Muhammad Ashraf.,Pakistan Muslim League (Nawaz)
Sardar Muhammad Israr Tareen,Independents
Qadir Jan Tareen,Independents
Faiz Muhammad,Independents
Muhammad Khan Toor.,Pakistan Muslim League (Qaid-e-Azam)
Molvi Amir Zaman Bukhari,Muttahidda Majlis-e-Amal Pakistan
Hafiz Siraj-Ud-Din  Sajid.,Independents
Malik Muhibat Ullah Kudezai.,Pakistan Peoples Party Parliamentarians
Sarbuland Jogezai,Independents
Bismillah Jan.,Awami National Party
Malik Akhtar Muhammad.,Pakistan Muslim League (Nawaz)
Shah Faisal,Independents
Shams-Ud-Din,Independents
Abdul Jabbar Nasir,Independents
Sardar Abdul Hameed Humzazai,Independents
Dr. Muhammad Amjad Rajpoot.,Independents
Molana  Abdul Qadir Hamzazai,Independents
Muhammad Afzal,Independents
Molvi Sultan Ali Nasar,Independents
Mrs. Nasreen Rehman Khan Khethran,Pakistan Muslim League (Qaid-e-Azam)
Mir Shah Jahan Khethran,Independents
Mir Tariq Mehmood Khan Khethran,Independents
Ghulam Sarwar,Independents
Sardar Mir Baz Muhammad Khan Khethran,Independents
Abdul Gahani Khethran,Independents
Mir Sher Baz Khan Khethran,Independents
Abdul Khaliq,Independents
Imran Shah Advocate,Muttahidda Majlis-e-Amal Pakistan
Lal Gul Kakar,Pakistan Muslim League (Qaid-e-Azam)
Naseem Babar,Independents
Amanullah Khan Heripal,Awami National Party
Sardar Mehrullah Khan Kibzai,Independents
Malik Fateh Khan,Independents
Taj Muhammad Khan,Independents
Malik Maula Dad Sherani,Pakistan Muslim League (Nawaz)
Noor Dad Khan Sherani,Independents
Mulvi Abdul-Ur-Rehman,Independents
Sharaf-Ud-Din (Retried),Independents
Sheikh Jaffer Khan Mandokhail,Pakistan Muslim League (Qaid-e-Azam)
Malik Sheikh Muhamamd Yar Khan,Awami National Party
Abdul Sattar Mondokhail,Muttahidda Majlis-e-Amal Pakistan
Moulvi Allah Dad,Independents
Abdul Hadi,Independents
Habib-Ur-Rehman Kakar,Pakistan Peoples Party Parliamentarians
Akhter Shah,Independents
Malik Mula Dad Sherani,Pakistan Muslim League (Nawaz)
Haji Maula Dad,Independents
Qazi Muhammad Jaffer,Independents
Jan Ali Changazai,Independents
Abdul Khaliq Hazara,Hazara Democratic Party
Sahar Gul Khan Khilji,Pakistan Muslim League (Nawaz)
Ghulam Raza,Independents
Lt. Colonel(R) Muhamamd Younas Changazi,Pakistan Muslim League (Qaid-e-Azam)
Moluvi Noor Muhammad Bareech,Muttahidda Majlis-e-Amal Pakistan
Syed Nasir Ali Shah Alias Syed Abbas,Pakistan Peoples Party Parliamentarians
Khudai-E-Dad,Awami National Party
Syed Zahir Shah Zaidi,Independents
Abdul Ali Hazara,Independents
Ghulam Hassan Advocate,Muttahida Qaumi Movement Pakistan
Muhammad Sidique,Independents
Khair Muhammad,Independents
Arshad Iqbal Jadoon,Independents
Habibullah Khan,Independents
Molana Abdul Wassay,Muttahidda Majlis-e-Amal Pakistan
Mulvi Abdul Qadir,Independents
Mamoon Khan Kakar.,Awami National Party
Malik Amanullah Mehterzai,Pakistan Muslim League (Qaid-e-Azam)
Engineer Muhammad Naseem,Independents
Nawabzada Sher Shah Khan Jogezai,Pakistan Peoples Party Parliamentarians
Mohammad Amin Khan Jogezai.,Independents
Abdul Hannan Sargarah Advocate,Pakistan Muslim League (Nawaz)
Sardar Allah Yar Khan Jogezai,Independents
Ameer Khusro,Independents
Mir Muhammad Bakhtiar Khan Domki,Independents
Fateh Khan Khajak,Pakistan Muslim League (Qaid-e-Azam)
Abdul Samad Khan,Pakistan Peoples Party Parliamentarians
Molvi Attaulah Bangulzai.,Muttahidda Majlis-e-Amal Pakistan
Sanaullah,Pakistan Muslim League (Nawaz)
Muhammad Jan,Muttahida Qaumi Movement Pakistan
Qaiser Khan Luni,Independents
Nawabzada Jangez Khan Marri,Independents
Sultan Muhammad Tareen.,Awami National Party
Sardar Asad Khan Tareen.,Pakistan Muslim League (Qaid-e-Azam)
Molvi Muhammad Essa,Muttahidda Majlis-e-Amal Pakistan
Syed Sabir Shah,Pakistan Peoples Party Parliamentarians
Abdul Majeed,Independents
Taimoor Shah,Independents
Mir Shah Nawaz Khan Marri,Independents
Mir Gul Khan Marri,Pakistan Muslim League (Qaid-e-Azam)
Moulvi Karim Bakhsh,Muttahidda Majlis-e-Amal Pakistan
Mir Zulfiqar Ali Marri,Independents
Mir Shereen Khan Marri,Independents
Nawab Zada Janghaiz Marri,Independents
Mir Dost Ali,Independents
Mir Balakh Sher Marri,Independents
Tariq Hussain Massori Bugti,Pakistan Muslim League (Qaid-e-Azam)
Faqir Mohammad Massori Bugti,Independents
Mir Nasir Khan Jamali,Pakistan Peoples Party Parliamentarians
Mir Attaullah Khan,Independents
Mai Jori,Independents
Hakim Ali,Independents
Ali Akbar Jattak,Independents
Faisal Khan Jamali,Independents
Muhammad Zaman,Independents
Qadir Bakhsh,Independents
Hidyatullah,Independents
Mir Asadullah Khan,Independents
Mukhtiar Ali Jamote,Independents
Nabi Bakhsh Khan,Independents
Ghulam Haider,Independents
